11	20140625200000
11	20140207030000
11	20140813170000
11	20140714140000
11	20140810020000
11	20140521010000
11	20140730110000
11	20140730130000
11	20140622050000
11	20140830180000
11	20140814060000
11	20140702200000
11	20140616190000
11	20140829080000
11	20140617220000
11	20140613020000
11	20140512060000
11	20140612230000
11	20140823050000
11	20140717110000
11	20140611040000
11	20140610200000
11	20140610190000
11	20140720040000
11	20140920010000
11	20140621160000
11	20140417140000
11	20140927030000
11	20141030000000
11	20140824180000
11	20140625230000
11	20141002080000
11	20140810150000
11	20140630160000
11	20140524180000
11	20140520230000
12	20140710180000
12	20141210020000
12	20140624230000
12	20140907080000
12	20140815150000
12	20140729170000
12	20140626180000
12	20140830060000
12	20140803110000
12	20140512050000
12	20140607020000
12	20140601150000
12	20140620140000
12	20140903080000
12	20140804200000
12	20140805030000
12	20140506220000
13	20140903060000
13	20140920000000
13	20140510210000
13	20140707160000
13	20140512070000
13	20140613140000
13	20140714120000
13	20140914110000
13	20140823170000
13	20140927070000
13	20140426090000
13	20140830070000
13	20140610110000
13	20140720050000
13	20140524170000
13	20140517230000
13	20140226210000
13	20140213110000
13	20140622120000
13	20140810050000
13	20140819160000
13	20140925230000
13	20140803180000
13	20140626000000
14	20140622040000
14	20141011230000
14	20140701160000
14	20140703020000
14	20140703040000
14	20140703090000
14	20140707190000
14	20140716000000
14	20140729180000
14	20140814050000
14	20141001070000
14	20140207210000
14	20140213100000
14	20140822020000
14	20140824190000
14	20140410220000
14	20140907160000
14	20140607060000
14	20140618050000
15	20140612210000
15	20140821120000
15	20140520220000
15	20141008110000
15	20140903050000
15	20140903040000
15	20140702140000
15	20140730100000
15	20140810070000
15	20141021010000
15	20140619200000
15	20140829160000
15	20140625080000
15	20141129190000
15	20140625170000
15	20140626140000
15	20140823180000
15	20140823150000
15	20140828140000
15	20140716170000
15	20140817050000
15	20140630180000
15	20140612200000
15	20140828110000
16	20140616100000
16	20140622060000
16	20140701170000
16	20140419090000
16	20140713140000
16	20140328020000
16	20141210010000
16	20140620150000
16	20140803120000
16	20140704200000
16	20140512020000
16	20140704190000
16	20140524160000
16	20140810030000
16	20140502160000
17	20141031170000
17	20140621060000
17	20140810060000
17	20141030040000
17	20140720030000
17	20140622030000
17	20140722080000
17	20140328080000
17	20140525040000
17	20140823190000
17	20140612220000
17	20140814180000
17	20140829170000
17	20141003110000
17	20140606210000
17	20140729190000
17	20140903030000
17	20140926120000
17	20140703070000
17	20140610000000
18	20140715000000
18	20140823010000
18	20140804060000
18	20141123130000
18	20140830160000
18	20140912090000
18	20140703050000
18	20140722170000
18	20140525030000
18	20141008090000
18	20140525010000
18	20140609150000
18	20140824210000
18	20140721040000
18	20140717010000
18	20140616200000
18	20140616220000
18	20140703060000
18	20140426080000
19	20140417020000
19	20140703150000
19	20140601070000
19	20140724120000
19	20140730120000
19	20140830150000
19	20140715010000
19	20140714130000
19	20140519070000
19	20140518200000
19	20141002070000
19	20140630170000
19	20140328050000
19	20140419100000
19	20140704170000
19	20140919170000
20	20140707170000
20	20140618070000
20	20140503150000
20	20140823200000
20	20140328090000
20	20140609230000
20	20140823160000
20	20140502190000
20	20140831140000
20	20140417130000
20	20140207040000
20	20140622010000
20	20140531210000
20	20140815170000
20	20140824220000
21	20140804070000
21	20140626170000
21	20140208040000
21	20140821190000
21	20141129170000
21	20140828150000
21	20140610090000
21	20140814200000
21	20140621170000
21	20140830120000
21	20140512000000
21	20140828000000
21	20140704180000
21	20140907090000
22	20140207190000
22	20140615230000
22	20141210000000
22	20140829070000
22	20140512010000
22	20141031150000
22	20140622020000
22	20140721080000
22	20140824070000
22	20140328040000
22	20140615170000
22	20140702070000
22	20140524150000
22	20140830080000
22	20140924080000
22	20140328030000
22	20140707180000
23	20141003100000
23	20141002060000
23	20140525020000
23	20141002040000
23	20141002030000
23	20140810010000
23	20140830090000
23	20140601060000
23	20140425190000
23	20140615150000
23	20140903070000
23	20140814210000
23	20140331190000
23	20140610050000
23	20140817060000
24	20140912080000
24	20140622130000
24	20140621080000
24	20140830140000
24	20140616210000
24	20140702130000
24	20140702230000
